"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"STZ.N","Constellation Brands Inc","STZ","Manufacturing","https://www.cbrands.com/","patty.yahn-urlaub@cbrands.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SWK.N","Stanley Black & Decker Inc","SWK","Manufacturing","https://www.stanleyblackanddecker.com/","investorrelations@sbdinc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SWKS.OQ","Skyworks Solutions Inc","SWKS","Manufacturing","https://www.skyworksinc.com/","investor.relations@skyworksinc.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SYF.N","Synchrony Financial","SYF","Finance and Insurance","https://www.synchrony.com/","InvestorRelations@syf.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"SYK.N","Stryker Corp","SYK","Manufacturing","https://www.stryker.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"SYY.N","Sysco Corp","SYY","Wholesale Trade","https://www.sysco.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"T.N","AT&T Inc","T","Information","https://www.att.com/","investr@att.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TAP.N","Molson Coors Beverage Co","TAP","Manufacturing","https://www.molsoncoors.com/","MCBCInvestorRelations@molsoncoors.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TDG.N","TransDigm Group Inc","TDG","Manufacturing","https://www.transdigm.com/","ir@transdigm.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TDY.N","Teledyne Technologies Inc","TDY","Manufacturing","https://www.teledyne.com/",,"United States","S&P 500","Teledyne Technologies Inc","United States","Provider","United States","Self"
"TECH.OQ","Bio-Techne Corp","TECH","Manufacturing","https://www.bio-techne.com/","ir@bio-techne.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TEL.N","TE Connectivity Ltd","TEL","Manufacturing","https://www.te.com/","cheryl.romanoski@te.com","Switzerland","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TER.OQ","Teradyne Inc","TER","Manufacturing","https://www.teradyne.com/","investorrelations@teradyne.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TFC.N","Truist Financial Corp","TFC","Finance and Insurance","https://www.truist.com/","investors@truist.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TFX.N","Teleflex Inc","TFX","Manufacturing","https://www.teleflex.com/","investor.relations@teleflex.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"TGT.N","Target Corp","TGT","Retail Trade","https://corporate.target.com/","investorrelations@target.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TJX.N","TJX Companies Inc","TJX","Retail Trade","https://www.tjx.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TMO.N","Thermo Fisher Scientific Inc","TMO","Manufacturing","https://www.thermofisher.com/","investorrelations@thermofisher.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TMUS.OQ","T-Mobile US Inc","TMUS","Information","https://www.t-mobile.com/","investor.relations@t-mobile.com","Germany","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TPR.N","Tapestry Inc","TPR","Manufacturing","https://www.tapestry.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TRGP.N","Targa Resources Corp","TRGP","Transportation and Warehousing","https://www.targaresources.com/","InvestorRelations@targaresources.com","United States","S&P 500","TrendMicro","United States","Security","United States","Managed"
"TRMB.OQ","Trimble Inc","TRMB","Information","https://www.trimble.com/","investor_relations@trimble.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"TROW.OQ","T Rowe Price Group Inc","TROW","Finance and Insurance","https://www.troweprice.com",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TRV.N","Travelers Companies Inc","TRV","Finance and Insurance","https://www.travelers.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TSCO.OQ","Tractor Supply Co","TSCO","Wholesale Trade","https://www.tractorsupply.com/","InvestorRelations@tractorsupply.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TSLA.OQ","Tesla Inc","TSLA","Manufacturing","https://www.tesla.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TSN.N","Tyson Foods Inc","TSN","Manufacturing","https://www.tysonfoods.com/","ir@tyson.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TT.N","Trane Technologies PLC","TT","Manufacturing","https://www.tranetechnologies.com/","InvestorRelations@tranetechnologies.com","Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TTWO.OQ","Take-Two Interactive Software Inc","TTWO","Information","https://www.take2games.com/","contact@take2games.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"TXN.OQ","Texas Instruments Inc","TXN","Manufacturing","https://www.ti.com/","txn@ti.com","United States","S&P 500","Symantec","United States","Security","United States","Managed"
"TXT.N","Textron Inc","TXT","Manufacturing","https://www.textron.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"TYL.N","Tyler Technologies Inc","TYL","Professional, Scientific, and Technical Services","https://www.tylertech.com/","Hala.Elsherbini@tylertech.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"UAL.OQ","United Airlines Holdings Inc","UAL","Transportation and Warehousing","https://ir.united.com/","InvestorRelations@united.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"UDR.N","UDR Inc","UDR","Real Estate and Rental and Leasing","https://www.udr.com/","IR@udr.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"UHS.N","Universal Health Services Inc","UHS","Health Care and Social Assistance","https://www.uhs.com/",,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"ULTA.OQ","Ulta Beauty Inc","ULTA","Retail Trade","https://www.ulta.com/","InvestorRelations@ulta.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"UNH.N","UnitedHealth Group Inc","UNH","Finance and Insurance","https://www.unitedhealthgroup.com/","Investor_Relations@uhc.com","United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"UNP.N","Union Pacific Corp","UNP","Transportation and Warehousing","https://www.up.com/index.htm","investor.relations@up.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"UPS.N","United Parcel Service Inc","UPS","Transportation and Warehousing","https://www.ups.com/","investor@ups.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"URI.N","United Rentals Inc","URI","Real Estate and Rental and Leasing","https://www.unitedrentals.com/","tgrace@ur.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"USB.N","US Bancorp","USB","Finance and Insurance","https://www.usbank.com/","investorrelations@usbank.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"V.N","Visa Inc","V","Finance and Insurance","https://usa.visa.com/","ir@visa.com","United States","S&P 500","Visa Inc","United States","Provider","United States","Self"
"VFC.N","VF Corp","VFC","Manufacturing","https://www.vfc.com/","ir@vfc.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"VICI.N","VICI Properties Inc","VICI","Real Estate and Rental and Leasing","https://viciproperties.com/","investors@viciproperties.com","United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"VLO.N","Valero Energy Corp","VLO","Manufacturing","https://www.valero.com/","investorrelations@valero.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"VMC.N","Vulcan Materials Co","VMC","Mining, Quarrying, and Oil and Gas Extraction","https://www.vulcanmaterials.com/","ir@vmcmail.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"VNO.N","Vornado Realty Trust","VNO","Real Estate and Rental and Leasing","https://www.vno.com/",,"United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"VRSK.OQ","Verisk Analytics Inc","VRSK","Finance and Insurance","https://www.verisk.com","ir@verisk.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"VRSN.OQ","Verisign Inc","VRSN","Professional, Scientific, and Technical Services","https://www.verisign.com/","ir@verisign.com","United States","S&P 500","Verisign Inc","United States","Provider","United States","Self"
"VRTX.OQ","Vertex Pharmaceuticals Inc","VRTX","Manufacturing","https://www.vrtx.com/","investorinfo@vrtx.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"VTR.N","Ventas Inc","VTR","Real Estate and Rental and Leasing","https://www.ventasreit.com/","BJ.Grant@ventasreit.com","United States","S&P 500","Ventas Inc","United States","Provider","United States","Self"
"VTRS.OQ","Viatris Inc","VTRS","Manufacturing","https://www.viatris.com/en","InvestorRelations@viatris.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"VZ.N","Verizon Communications Inc","VZ","Information","https://www.verizon.com/","george.connor@verizon.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"WAB.N","Westinghouse Air Brake Technologies Corp","WAB","Manufacturing","https://www.wabteccorp.com/","kristine.kubacki@wabtec.com","United States","S&P 500","CSC","United States","Security","United States","Managed"
"WAT.N","Waters Corp","WAT","Manufacturing","https://www.waters.com/nextgen/us/en.html","investor_relations@waters.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"WBA.OQ","Walgreens Boots Alliance Inc","WBA","Retail Trade","https://www.walgreensbootsalliance.com/",,"United States","S&P 500","CSC","United States","Security","United States","Managed"
"WBD.OQ","Warner Bros Discovery Inc","WBD","Information","https://wbd.com/","investor_relations@discovery.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"WDC.OQ","Western Digital Corp","WDC","Manufacturing","https://www.westerndigital.com/","investor@wdc.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"WEC.N","WEC Energy Group Inc","WEC","Utilities","https://www.wecenergygroup.com/","Beth.Straka@wecenergygroup.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"WELL.N","Welltower Inc","WELL","Real Estate and Rental and Leasing",,,"United States","S&P 500","Unknown","Unknown","Unknown","Unknown","Unknown"
"WFC.N","Wells Fargo & Co","WFC","Finance and Insurance","https://www.wellsfargo.com/","investorrelations@wellsfargo.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"WHR.N","Whirlpool Corp","WHR","Manufacturing","https://www.whirlpoolcorp.com/","investor_relations@whirlpool.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
